sector_id,set_id
1,2037
3,2037
1,2041
6,2041
9,2041
24,2041
9,2042
9,2043
1,2044
3,2044
5,2044
6,2044
11,2044
21,2044
24,2044
9,2045
1,2046
3,2046
5,2046
6,2046
11,2046
21,2046
24,2046
9,2047
1,2049
3,2049
5,2049
11,2049
14,2049
21,2049
6,2050
1,2051
3,2051
5,2051
11,2051
14,2051
21,2051
6,2052
1,2053
3,2053
6,2053
24,2053
1,2054
3,2054
6,2054
24,2054
1,2055
3,2055
6,2055
24,2055
1,2056
3,2056
6,2056
24,2056
1,2057
3,2057
6,2057
24,2057
1,2058
3,2058
6,2058
24,2058
1,2059
3,2059
5,2059
6,2059
11,2059
16,2059
21,2059
16,2060
1,2061
9,2061
9,2062
9,2063
1,2064
1,2065
3,2065
9,2066
9,2067
9,2068
9,2071
1,2072
3,2072
5,2072
6,2072
11,2072
14,2072
15,2072
17,2072
21,2072
24,2072
1,2073
3,2073
5,2073
6,2073
11,2073
14,2073
15,2073
17,2073
21,2073
24,2073
1,2074
3,2074
5,2074
6,2074
11,2074
14,2074
17,2074
21,2074
24,2074
1,2075
3,2075
5,2075
6,2075
11,2075
14,2075
17,2075
21,2075
24,2075
1,2076
3,2076
21,2076
9,2083
16,2083
9,2085
16,2085
9,2086
23,2086
9,2087
23,2087
9,2088
23,2088
9,2089
23,2089
9,2090
23,2090
9,2091
23,2091
9,2092
9,2093
1,2094
3,2094
21,2094
1,2095
5,2095
6,2095
9,2095
14,2095
15,2095
1,2097
9,2097
9,2098
9,2099
9,2100
9,2102
9,2104
9,2105
1,2106
5,2106
6,2106
9,2106
14,2106
15,2106
1,2107
5,2107
6,2107
9,2107
14,2107
15,2107
1,2108
2,2108
3,2108
16,2108
2,2109
9,2109
16,2109
1,2110
5,2110
6,2110
9,2110
14,2110
15,2110
1,2111
5,2111
6,2111
9,2111
14,2111
15,2111
1,2112
5,2112
6,2112
9,2112
14,2112
15,2112
1,2113
5,2113
6,2113
9,2113
14,2113
15,2113
1,2114
3,2114
9,2114
1,2122
1,2124
3,2124
5,2124
6,2124
14,2124
9,2131
1,2132
6,2132
1,2134
3,2134
5,2134
6,2134
9,2134
14,2134
1,2135
3,2135
5,2135
6,2135
9,2135
14,2135
2,2136
16,2136
2,2137
16,2137
2,2138
16,2138
9,2141
22,2141
23,2141
9,2142
16,2142
2,2143
9,2143
1,2144
6,2144
9,2144
2,2152
9,2152
2,2153
9,2153
2,2154
9,2154
2,2155
9,2155
9,2157
9,2158
9,2159
9,2161
9,2162
23,2162
1,2168
2,2168
3,2168
5,2168
6,2168
11,2168
14,2168
15,2168
17,2168
20,2168
21,2168
24,2168
25,2168
1,2169
3,2169
5,2169
6,2169
11,2169
20,2169
21,2169
1,2170
3,2170
5,2170
6,2170
11,2170
20,2170
21,2170
1,2172
5,2172
6,2172
9,2172
11,2172
14,2172
17,2172
24,2172
1,2174
9,2174
9,2176
3,2177
1,2179
1,2180
6,2180
9,2182
9,2183
9,2184
9,2185
9,2186
9,2187
9,2188
22,2188
23,2188
1,2189
3,2189
9,2190
22,2190
23,2190
9,2191
22,2191
23,2191
1,2198
1,2199
3,2199
9,2200
9,2201
9,2202
9,2203
9,2204
23,2204
9,2205
23,2205
9,2206
23,2206
9,2208
23,2208
9,2209
9,2212
9,2214
2,2216
9,2216
16,2216
22,2216
9,2217
22,2217
9,2218
9,2219
22,2219
9,2220
22,2220
9,2224
1,2228
5,2228
6,2228
14,2228
15,2228
9,2229
9,2230
9,2231
9,2232
9,2233
9,2234
22,2234
9,2235
22,2235
9,2236
22,2236
9,2237
22,2237
9,2238
22,2238
1,2243
3,2243
9,2251
1,2252
5,2253
11,2253
14,2253
24,2253
1,2254
3,2254
15,2254
9,2260
22,2260
9,2261
22,2261
9,2262
22,2262
9,2263
22,2263
9,2264
22,2264
1,2265
5,2265
6,2265
14,2265
15,2265
1,2266
5,2266
6,2266
14,2266
15,2266
1,2267
5,2267
6,2267
14,2267
15,2267
1,2268
5,2268
6,2268
14,2268
15,2268
1,2269
5,2269
6,2269
14,2269
15,2269
1,2270
5,2270
6,2270
14,2270
15,2270
9,2271
9,2278
9,2279
9,2280
9,2281
9,2282
22,2282
23,2282
9,2283
22,2283
9,2284
22,2284
9,2285
22,2285
1,2286
1,2287
1,2288
1,2289
1,2293
3,2293
1,2294
3,2294
1,2295
3,2295
2,2296
9,2296
1,2297
3,2297
14,2297
16,2297
9,2298
1,2304
9,2305
1,2306
15,2306
1,2307
15,2307
9,2313
1,2314
3,2314
5,2314
6,2314
11,2314
14,2314
15,2314
17,2314
21,2314
24,2314
1,2315
1,2316
3,2316
21,2316
1,2317
9,2318
22,2318
9,2319
9,2320
9,2321
9,2322
9,2325
9,2327
9,2328
9,2329
9,2330
9,2331
1,2336
1,2337
1,2339
3,2339
5,2339
6,2339
14,2339
15,2339
1,2340
3,2340
5,2340
6,2340
14,2340
15,2340
9,2341
9,2347
9,2349
1,2350
9,2350
15,2350
9,2351
9,2355
1,2357
3,2357
1,2358
3,2358
6,2358
9,2358
21,2358
1,2359
3,2359
6,2359
9,2359
21,2359
1,2361
2,2361
3,2361
20,2361
21,2361
25,2361
1,2362
2,2362
3,2362
20,2362
21,2362
25,2362
1,2363
9,2363
15,2363
1,2365
9,2365
15,2365
1,2366
2,2366
3,2366
24,2366
25,2366
1,2367
3,2367
21,2367
24,2367
25,2367
9,2368
1,2369
2,2369
3,2369
5,2369
6,2369
11,2369
16,2369
24,2369
25,2369
1,2370
2,2370
3,2370
21,2370
24,2370
25,2370
1,2373
3,2373
5,2373
6,2373
14,2373
17,2373
24,2373
1,2374
3,2374
5,2374
6,2374
14,2374
17,2374
24,2374
11,2376
11,2377
1,2378
3,2378
5,2378
6,2378
9,2378
11,2378
21,2378
22,2378
23,2378
24,2378
1,2379
16,2379
1,2381
5,2381
6,2381
9,2381
22,2381
23,2381
1,2382
5,2382
6,2382
9,2382
22,2382
23,2382
1,2383
5,2383
6,2383
9,2383
22,2383
23,2383
9,2390
22,2390
1,2391
15,2391
9,2392
22,2392
9,2393
23,2393
6,2394
9,2395
9,2396
9,2397
22,2397
9,2398
22,2398
9,2399
9,2400
9,2401
16,2401
9,2402
1,2403
9,2403
15,2403
21,2403
2,2404
9,2404
23,2404
2,2405
9,2405
23,2405
9,2408
9,2409
1,2410
3,2410
9,2410
24,2410
9,2412
9,2413
9,2414
9,2415
9,2416
1,2417
3,2418
9,2429
1,2430
1,2431
2,2431
9,2431
1,2432
2,2432
9,2432
1,2433
2,2433
9,2433
1,2434
2,2434
9,2434
1,2435
2,2435
9,2435
23,2436
23,2437
23,2438
23,2439
23,2440
9,2446
16,2446
9,2447
22,2447
23,2447
9,2448
22,2448
23,2448
1,2449
5,2449
9,2449
15,2449
22,2449
23,2449
1,2451
6,2451
9,2451
15,2451
22,2451
23,2451
9,2452
23,2452
1,2453
6,2453
15,2453
22,2453
1,2454
6,2454
9,2454
15,2454
22,2454
23,2454
1,2455
6,2455
9,2455
15,2455
22,2455
23,2455
1,2456
3,2456
5,2456
6,2456
11,2456
14,2456
15,2456
24,2456
9,2457
22,2457
1,2458
3,2458
21,2458
9,2459
1,2460
5,2460
6,2460
9,2460
11,2460
22,2460
23,2460
9,2461
23,2461
1,2462
3,2462
5,2462
6,2462
9,2462
11,2462
14,2462
15,2462
21,2462
22,2462
24,2462
1,2463
3,2463
5,2463
6,2463
11,2463
14,2463
15,2463
21,2463
22,2463
24,2463
9,2464
23,2464
9,2469
1,2470
5,2470
6,2470
9,2470
11,2470
14,2470
15,2470
17,2470
21,2470
24,2470
1,2471
5,2471
6,2471
9,2471
11,2471
14,2471
15,2471
17,2471
21,2471
24,2471
1,2472
5,2472
6,2472
9,2472
11,2472
14,2472
15,2472
17,2472
21,2472
24,2472
1,2473
3,2473
9,2473
21,2473
22,2473
23,2473
1,2475
3,2475
4,2475
8,2475
9,2475
10,2475
21,2475
1,2476
3,2476
5,2476
6,2476
1,2477
3,2477
5,2477
6,2477
1,2478
3,2478
5,2478
6,2478
1,2479
3,2479
5,2479
6,2479
1,2480
3,2480
5,2480
6,2480
1,2481
3,2481
5,2481
6,2481
1,2482
3,2482
5,2482
6,2482
11,2482
14,2482
15,2482
21,2482
24,2482
9,2483
22,2483
23,2483
9,2485
22,2485
23,2485
9,2486
22,2486
23,2486
9,2487
22,2487
23,2487
9,2488
22,2488
23,2488
9,2489
22,2489
23,2489
9,2502
22,2502
23,2502
9,2503
22,2503
23,2503
9,2504
22,2504
23,2504
9,2505
22,2505
23,2505
1,2506
6,2506
9,2509
22,2509
23,2509
9,2510
22,2510
23,2510
9,2511
22,2511
23,2511
2,2512
9,2512
16,2512
22,2512
23,2512
1,2520
3,2520
9,2520
9,2521
9,2532
9,2533
9,2534
1,2542
9,2542
1,2544
9,2544
9,2547
1,2548
3,2548
6,2548
11,2548
14,2548
9,2550
23,2551
22,2552
9,2553
1,2555
3,2555
5,2555
6,2555
11,2555
14,2555
15,2555
22,2555
1,2557
5,2557
6,2557
11,2557
14,2557
15,2557
22,2557
9,2558
9,2559
9,2561
9,2562
9,2564
9,2565
9,2566
1,2568
3,2568
6,2568
9,2568
22,2568
9,2569
1,2570
1,2573
2,2573
3,2573
1,2574
3,2574
5,2574
6,2574
9,2574
14,2574
15,2574
22,2574
1,2575
3,2575
5,2575
6,2575
9,2575
14,2575
15,2575
22,2575
9,2576
22,2576
1,2577
3,2577
5,2577
6,2577
9,2577
14,2577
15,2577
22,2577
1,2578
3,2578
5,2578
6,2578
9,2578
14,2578
15,2578
22,2578
22,2583
22,2584
22,2585
2,2586
9,2586
9,2587
1,2588
1,2589
1,2602
3,2602
24,2602
1,2603
21,2603
2,2619
9,2619
22,2619
9,2621
9,2623
1,2625
3,2625
24,2625
1,2636
3,2636
6,2636
9,2636
11,2636
24,2636
1,2637
3,2637
5,2637
24,2637
1,2638
3,2638
1,2642
15,2642
1,2643
15,2643
22,2648
22,2649
22,2650
9,2663
9,2665
1,2672
3,2673
1,2681
3,2681
1,2682
3,2682
1,2683
3,2683
1,2684
3,2684
9,2695
1,2696
3,2696
21,2713
9,2714
22,2714
23,2714
9,2715
22,2715
23,2715
9,2716
22,2716
23,2716
9,2717
22,2717
23,2717
9,2718
22,2718
23,2718
9,2719
9,2720
23,2720
1,2725
3,2725
1,2726
3,2726
9,2726
22,2728
6,2733
1,2734
2,2734
3,2734
6,2734
15,2734
24,2734
9,2740
23,2740
9,2742
23,2742
9,2745
1,2746
3,2746
15,2746
22,2746
9,2751
23,2752
1,2753
3,2753
5,2753
1,2754
3,2754
5,2754
9,2758
21,2759
9,2767
22,2767
9,2768
22,2768
9,2769
22,2769
9,2770
22,2770
9,2771
22,2771
9,2772
22,2772
9,2773
22,2773
1,2774
3,2774
5,2774
1,2778
3,2778
5,2778
1,2779
3,2779
5,2779
5,2780
1,2782
9,2784
22,2784
1,2785
3,2785
5,2785
6,2785
9,2785
11,2785
14,2785
15,2785
22,2785
24,2785
1,2786
2,2786
3,2786
5,2786
6,2786
11,2786
14,2786
15,2786
17,2786
21,2786
22,2786
24,2786
9,2787
9,2788
9,2790
9,2799
23,2799
2,2815
9,2815
16,2815
9,2819
9,2825
16,2825
9,2826
16,2826
9,2827
16,2827
9,2828
16,2828
11,2831
9,2832
22,2832
9,2833
22,2833
9,2834
22,2834
9,2835
22,2835
9,2836
22,2836
9,2837
22,2837
5,2838
1,2839
3,2839
15,2839
21,2839
1,2840
3,2840
15,2840
21,2840
1,2841
15,2841
9,2842
1,2843
3,2843
4,2843
8,2843
9,2843
10,2843
11,2843
24,2843
1,2844
3,2844
15,2844
1,2845
3,2845
15,2845
1,2846
3,2846
15,2846
1,2847
3,2847
15,2847
1,2848
3,2848
15,2848
9,2854
22,2854
1,2856
3,2856
15,2856
9,2858
2,2860
9,2860
16,2860
2,2861
9,2861
16,2861
9,2875
1,2877
3,2877
6,2877
11,2877
15,2877
21,2877
24,2877
1,2878
3,2878
6,2878
11,2878
15,2878
21,2878
24,2878
1,2880
9,2880
15,2880
9,2881
1,2889
3,2889
15,2889
1,2890
3,2890
15,2890
1,2891
3,2891
15,2891
1,2892
3,2892
15,2892
1,2893
3,2893
15,2893
1,2900
3,2900
5,2900
1,2901
3,2901
5,2901
9,2923
1,2932
21,2932
9,2934
9,2935
1,2959
9,2959
15,2959
9,2967
1,2969
21,2969
9,2970
1,2973
3,2973
1,2974
3,2974
1,2978
3,2978
5,2978
6,2978
11,2978
14,2978
15,2978
21,2978
24,2978
9,2979
9,2980
9,2981
9,2982
9,2983
9,2984
23,2984
9,2985
23,2985
9,2986
9,2987
9,2988
2,2992
9,2992
22,2992
9,3010
9,3011
1,3014
3,3014
4,3014
8,3014
9,3014
10,3014
9,3021
1,3027
3,3027
1,3028
3,3028
1,3029
3,3029
1,3030
3,3030
1,3031
3,3031
1,3032
3,3032
1,3033
3,3033
1,3043
3,3043
6,3043
9,3043
15,3043
21,3043
9,3044
15,3044
1,3046
3,3046
22,3046
9,3049
22,3049
9,3054
22,3054
1,3055
3,3055
9,3055
9,3056
9,3057
22,3057
9,3059
22,3059
9,3060
22,3060
9,3063
22,3063
1,3075
3,3075
9,3077
9,3079
9,3087
9,3091
2,3092
9,3092
22,3092
9,3095
23,3095
9,3100
9,3101
16,3112
1,3113
1,3114
3,3114
5,3114
1,3115
9,3115
1,3116
9,3125
9,3128
9,3136
9,3138
9,3139
9,3140
9,3141
9,3142
9,3143
9,3144
9,3145
9,3146
9,3147
23,3147
1,3148
9,3148
9,3149
1,3151
1,3152
9,3152
9,3153
9,3154
9,3155
1,3157
3,3157
1,3158
3,3158
1,3159
9,3159
1,3160
9,3160
1,3161
1,3162
2,3162
1,3163
9,3165
9,3166
9,3169
9,3171
9,3172
9,3173
9,3174
9,3175
9,3176
9,3177
9,3178
9,3205
23,3205
9,3206
23,3206
9,3207
23,3207
1,3209
9,3228
9,3229
9,3230
9,3231
9,3232
9,3233
9,3234
9,3235
9,3236
9,3237
9,3238
1,3239
3,3239
15,3239
22,3239
1,3240
3,3240
15,3240
22,3240
1,3241
3,3241
15,3241
22,3241
1,3242
3,3242
15,3242
22,3242
1,3243
3,3243
15,3243
22,3243
9,3244
22,3244
23,3244
9,3247
1,3249
15,3249
1,3253
5,3253
6,3253
9,3253
11,3253
14,3253
15,3253
17,3253
21,3253
22,3253
24,3253
1,3254
5,3254
6,3254
9,3254
11,3254
14,3254
15,3254
17,3254
21,3254
22,3254
24,3254
1,3255
5,3255
6,3255
9,3255
11,3255
14,3255
15,3255
17,3255
21,3255
22,3255
24,3255
1,3256
5,3256
6,3256
9,3256
11,3256
14,3256
15,3256
17,3256
21,3256
22,3256
24,3256
1,3257
5,3257
6,3257
9,3257
11,3257
14,3257
15,3257
17,3257
21,3257
22,3257
24,3257
9,3258
9,3259
1,3261
15,3261
1,3273
3,3273
5,3273
6,3273
14,3273
15,3273
17,3273
21,3273
22,3273
24,3273
1,3274
3,3274
5,3274
6,3274
14,3274
15,3274
17,3274
21,3274
22,3274
24,3274
1,3275
3,3275
5,3275
6,3275
14,3275
15,3275
17,3275
21,3275
22,3275
24,3275
1,3288
3,3288
11,3288
15,3288
24,3288
1,3289
3,3289
11,3289
15,3289
24,3289
1,3290
3,3290
11,3290
15,3290
24,3290
1,3291
3,3291
11,3291
15,3291
24,3291
1,3292
3,3292
11,3292
15,3292
24,3292
1,3293
3,3293
11,3293
15,3293
24,3293
1,3294
3,3294
11,3294
15,3294
24,3294
1,3295
3,3295
11,3295
15,3295
24,3295
2,3296
9,3296
22,3296
2,3297
9,3297
22,3297
2,3298
9,3298
22,3298
9,3299
23,3299
9,3300
23,3300
9,3301
23,3301
9,3302
23,3302
9,3304
23,3304
23,3321
9,3328
23,3328
9,3330
23,3330
9,3344
22,3344
23,3344
9,3345
22,3345
23,3345
9,3351
23,3351
1,3361
2,3361
3,3361
5,3361
11,3361
14,3361
15,3361
16,3361
24,3361
1,3363
2,3363
3,3363
5,3363
11,3363
14,3363
15,3363
16,3363
24,3363
1,3364
2,3364
3,3364
5,3364
11,3364
14,3364
15,3364
16,3364
24,3364
1,3365
2,3365
3,3365
5,3365
11,3365
14,3365
15,3365
16,3365
24,3365
1,3366
9,3375
9,3376
9,3377
9,3378
9,3380
23,3380
9,3381
23,3381
9,3383
23,3383
1,3390
5,3390
6,3390
9,3390
11,3390
14,3390
15,3390
21,3390
22,3390
24,3390
1,3391
5,3391
6,3391
9,3391
11,3391
14,3391
15,3391
21,3391
22,3391
24,3391
1,3392
5,3392
6,3392
9,3392
11,3392
14,3392
15,3392
21,3392
22,3392
24,3392
1,3393
5,3393
6,3393
9,3393
11,3393
14,3393
15,3393
21,3393
22,3393
24,3393
1,3407
3,3407
5,3407
11,3407
1,3408
3,3408
5,3408
11,3408
1,3409
3,3409
5,3409
11,3409
1,3410
3,3410
5,3410
11,3410
1,3411
3,3411
5,3411
11,3411
9,3422
23,3422
9,3423
23,3423
9,3424
23,3424
9,3425
23,3425
6,3426
9,3426
23,3426
1,3445
3,3445
5,3445
6,3445
15,3445
9,3448
2,3456
9,3456
16,3456
23,3456
2,3457
9,3457
16,3457
23,3457
2,3463
9,3463
22,3463
2,3464
9,3464
22,3464
2,3466
9,3466
22,3466
2,3467
9,3467
22,3467
2,3468
9,3468
22,3468
1,3473
3,3473
5,3473
6,3473
11,3473
14,3473
15,3473
22,3473
24,3473
1,3474
3,3474
5,3474
6,3474
11,3474
14,3474
15,3474
22,3474
24,3474
9,3476
1,3477
9,3477
9,3478
9,3479
9,3480
9,3481
9,3482
9,3483
2,3485
9,3486
1,3509
9,3509
1,3511
9,3511
1,3512
9,3512
1,3514
9,3514
1,3532
5,3532
6,3532
14,3532
15,3532
1,3533
5,3533
6,3533
14,3533
15,3533
1,3534
5,3534
6,3534
14,3534
15,3534
22,3534
1,3535
5,3535
6,3535
14,3535
15,3535
1,3536
5,3536
6,3536
14,3536
15,3536
1,3537
5,3537
6,3537
14,3537
15,3537
1,3538
5,3538
6,3538
14,3538
15,3538
1,3539
5,3539
6,3539
14,3539
15,3539
1,3540
5,3540
6,3540
14,3540
15,3540
22,3541
1,3543
3,3543
21,3543
9,3544
2,3545
9,3545
9,3546
9,3547
2,3548
9,3548
9,3549
9,3550
9,3551
1,3586
3,3586
5,3586
11,3586
14,3586
15,3586
17,3586
24,3586
1,3587
3,3587
5,3587
6,3587
11,3587
14,3587
15,3587
17,3587
21,3587
22,3587
24,3587
1,3589
9,3589
15,3589
9,3601
9,3610
1,3616
3,3616
5,3616
6,3616
11,3616
14,3616
21,3616
22,3616
24,3616
1,3617
3,3617
15,3617
9,3621
9,3622
9,3623
9,3624
9,3625
9,3626
9,3627
9,3628
21,3629
1,3630
3,3630
15,3630
21,3630
1,3633
3,3633
9,3633
15,3633
9,3634
1,3636
9,3636
1,3637
9,3637
1,3641
5,3641
6,3641
14,3641
1,3650
3,3650
5,3650
6,3650
11,3650
14,3650
15,3650
21,3650
22,3650
24,3650
9,3651
1,3652
3,3652
5,3652
6,3652
11,3652
14,3652
15,3652
21,3652
22,3652
24,3652
1,3658
3,3658
5,3658
11,3658
15,3658
22,3658
24,3658
1,3659
3,3659
5,3659
11,3659
15,3659
22,3659
24,3659
1,3660
3,3660
5,3660
11,3660
15,3660
22,3660
24,3660
1,3661
3,3661
21,3661
1,3662
3,3662
21,3662
9,3663
16,3663
22,3663
9,3664
16,3664
22,3664
9,3665
16,3665
22,3665
1,3667
3,3667
5,3667
6,3667
11,3667
14,3667
15,3667
21,3667
24,3667
1,3668
3,3668
5,3668
6,3668
11,3668
14,3668
15,3668
21,3668
24,3668
1,3669
3,3669
15,3669
1,3672
3,3672
5,3672
6,3672
11,3672
14,3672
15,3672
21,3672
22,3672
24,3672
1,3673
3,3673
5,3673
6,3673
11,3673
14,3673
15,3673
21,3673
22,3673
24,3673
1,3674
3,3674
5,3674
6,3674
11,3674
14,3674
15,3674
21,3674
22,3674
24,3674
1,3675
2,3675
3,3675
5,3675
11,3675
14,3675
15,3675
16,3675
24,3675
1,3676
2,3676
3,3676
5,3676
11,3676
14,3676
15,3676
16,3676
24,3676
1,3679
2,3679
3,3679
5,3679
11,3679
14,3679
15,3679
16,3679
24,3679
9,3681
23,3681
9,3682
23,3682
9,3684
23,3684
9,3685
23,3685
9,3686
23,3686
9,3687
23,3687
9,3688
9,3689
9,3690
9,3691
9,3692
9,3695
9,3696
9,3697
9,3698
9,3700
9,3701
9,3702
9,3703
9,3716
9,3717
9,3718
9,3746
9,3747
9,3748
1,3749
9,3749
15,3749
1,3753
9,3753
15,3753
1,3756
3,3756
9,3756
15,3756
1,3759
3,3759
9,3759
15,3759
9,3760
9,3761
1,3763
3,3763
9,3763
